Brand,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Volkswagen,Volkswagen Jetta 2007-2011,Pune,2014,64889,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,11.5
Hyundai,Hyundai Creta 1.6,Kolkata,2015,43000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.25
Skoda,Skoda Fabia 1.2,Pune,2011,47490,Petrol,Manual,First,17.5,1198.0,75.0,5.0,2.29
Ford,Ford EcoSport 1.5,Chennai,2015,80000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.0
Maruti,Maruti Zen Estilo,Bangalore,2007,60000,Petrol,Manual,Second,18.2,1061.0,64.0,5.0,1.65
Maruti,Maruti Ciaz 1.4,Ahmedabad,2017,6006,Petrol,Manual,First,20.73,1373.0,91.1,5.0,8.25
Mercedes-Benz,Mercedes-Benz New C-Class,Kochi,2011,71703,Petrol,Automatic,First,14.74,1991.0,181.03,5.0,9.14
Honda,Honda Amaze SX,Hyderabad,2016,33000,Petrol,Manual,First,17.8,1198.0,86.7,5.0,6.5
Renault,Renault Duster 85PS,Jaipur,2015,91000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.75
Maruti,Maruti Wagon R,Hyderabad,2012,72000,LPG,Manual,First,26.2,998.0,58.2,5.0,2.85
Volkswagen,Volkswagen Polo ,Kolkata,2011,43000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,2.1
Hyundai,Hyundai Creta 1.6,Coimbatore,2017,63770,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.55
Jaguar,Jaguar XF ,Kolkata,2012,43510,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,20.5
Jeep,Jeep Compass 2.0,Mumbai,2017,52000,Diesel,Manual,First,16.3,1956.0,170.0,5.0,20.0
Land,Land Rover Range,Kochi,2018,31427,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,59.72
Maruti,Maruti Baleno Alpha,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5
Maruti,Maruti Ciaz ZDi,Ahmedabad,2016,56000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.5
Maruti,Maruti SX4 Vxi,Jaipur,2007,76000,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,2.15
Hyundai,Hyundai Elantra CRDi,Coimbatore,2015,53615,Diesel,Manual,First,22.7,1582.0,126.24,5.0,8.44
Mitsubishi,Mitsubishi Pajero Sport,Bangalore,2013,132000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,12.49
Volkswagen,Volkswagen Ameo 1.2,Pune,2017,14800,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.48
Maruti,Maruti Ritz VXi,Hyderabad,2013,35433,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.2
Hyundai,Hyundai Verna CRDi,Hyderabad,2013,82966,Diesel,Manual,First,16.8,1493.0,110.0,5.0,7.2
Maruti,Maruti Swift Dzire,Jaipur,2014,96000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.8
Mahindra,Mahindra KUV 100,Kochi,2017,39528,Diesel,Manual,First,25.32,1198.0,77.0,6.0,5.83
Toyota,Toyota Innova Crysta,Coimbatore,2018,92056,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.39
Maruti,Maruti Baleno Delta,Pune,2016,14930,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.85
Honda,Honda Jazz VX,Mumbai,2016,38000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.21
Hyundai,Hyundai i20 1.2,Delhi,2013,71000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.65
Hyundai,Hyundai i20 Sportz,Delhi,2012,71000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.7
Mercedes-Benz,Mercedes-Benz New C-Class,Pune,2015,50000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,30.0
Hyundai,Hyundai Xcent 1.2,Kochi,2016,48163,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.85
Hyundai,Hyundai Grand i10,Coimbatore,2017,19168,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6.93
Maruti,Maruti Alto 800,Kolkata,2016,26000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.6
Chevrolet,Chevrolet Sail Hatchback,Kolkata,2014,37400,Petrol,Manual,First,18.2,1199.0,82.5,5.0,1.89
Skoda,Skoda Superb Elegance,Mumbai,2012,95000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,10.0
Audi,Audi A4 2.0,Kolkata,2009,34000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,9.95
Toyota,Toyota Innova 2.5,Mumbai,2014,95000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,9.45
Mercedes-Benz,Mercedes-Benz CLA 200,Coimbatore,2017,13689,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,28.25
Hyundai,Hyundai i10 Era,Jaipur,2008,84000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.8
Maruti,Maruti Swift Dzire,Kolkata,2008,47000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,1.4
Skoda,Skoda Rapid 1.5,Ahmedabad,2015,60001,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,7.25
Maruti,Maruti Ritz VDi,Hyderabad,2012,96000,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.6
Hyundai,Hyundai Accent GLS,Jaipur,2004,47300,Petrol,Manual,Second,14.4,1599.0,94.0,5.0,1.2
Honda,Honda Amaze SX,Coimbatore,2014,28246,Petrol,Manual,Second,17.8,1198.0,86.7,5.0,4.94
Maruti,Maruti Wagon R,Delhi,2007,65000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25
Volkswagen,Volkswagen Polo ,Chennai,2013,68000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4.8
Ford,Ford Endeavour 2.2,Kochi,2019,11209,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,31.15
Hyundai,Hyundai i20 1.2,Pune,2011,41980,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.3
Chevrolet,Chevrolet Beat ,Bangalore,2012,65000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.4
Honda,Honda Civic 2010-2013,Kolkata,2010,38000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,2.0
Maruti,Maruti Wagon R,Pune,2014,51000,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1
Skoda,Skoda Rapid 1.6,Kochi,2014,33855,Petrol,Manual,First,15.0,1598.0,103.6,5.0,5.09
Maruti,Maruti Baleno Vxi,Pune,2006,146000,Petrol,Manual,Second,15.4,1590.0,94.0,5.0,1.05
Ford,Ford EcoSport 1.5,Bangalore,2015,47037,Diesel,Manual,Second,22.77,1498.0,98.59,5.0,7.0
Hyundai,Hyundai Accent GLE,Ahmedabad,2010,58000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,2.5
BMW,BMW 5 Series,Mumbai,2012,61240,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,17.5
Maruti,Maruti Alto K10,Chennai,2011,91211,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1
Audi,Audi Q3 2012-2015,Bangalore,2013,84000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,17.75
Maruti,Maruti Wagon R,Mumbai,2008,64226,LPG,Manual,First,17.3,1061.0,57.5,5.0,1.45
Toyota,Toyota Corolla H4,Bangalore,2005,67000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.45
Volvo,Volvo XC60 D5,Pune,2011,106976,Diesel,Automatic,First,13.5,2400.0,215.0,5.0,13.8
Honda,Honda Jazz 1.5,Kolkata,2016,27210,Diesel,Manual,First,27.3,1498.0,98.6,5.0,5.85
Maruti,Maruti Ciaz 1.3,Delhi,2017,26322,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.9
Maruti,Maruti Swift VXI,Mumbai,2016,9107,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.15
Mercedes-Benz,Mercedes-Benz New C-Class,Kochi,2015,63983,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,16.56
Maruti,Maruti Wagon R,Chennai,2010,134000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,1.65
Mercedes-Benz,Mercedes-Benz A Class,Pune,2015,11000,Petrol,Automatic,First,15.5,1595.0,120.7,5.0,16.0
Maruti,Maruti Swift Dzire,Coimbatore,2017,24852,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,8.08
Hyundai,Hyundai Grand i10,Pune,2014,37632,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,4.5
Nissan,Nissan Sunny 2011-2014,Chennai,2013,55000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,4.3
Maruti,Maruti A-Star Lxi,Hyderabad,2010,81448,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.6
Renault,Renault KWID RXT,Hyderabad,2018,1900,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.45
Hyundai,Hyundai Verna 1.6,Coimbatore,2012,54957,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,5.37
Maruti,Maruti Wagon R,Chennai,2008,55000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,1.75
BMW,BMW 3 Series,Kolkata,2013,21983,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,16.5
BMW,BMW 5 Series,Delhi,2013,76000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,19.0
Tata,Tata Indigo CS,Jaipur,2016,65000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.8
Hyundai,Hyundai i20 Sportz,Hyderabad,2015,26000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.2
Maruti,Maruti Omni E,Kochi,2019,11571,Petrol,Manual,First,16.8,796.0,34.2,8.0,3.8
Maruti,Maruti Swift ZDi,Hyderabad,2014,81000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.1
Ford,Ford Ecosport Signature,Coimbatore,2019,23154,Diesel,Manual,First,23.0,1498.0,98.96,5.0,11.65
Honda,Honda Brio VX,Mumbai,2014,26856,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.15
Toyota,Toyota Innova Crysta,Chennai,2017,67489,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5
Mahindra,Mahindra Scorpio 2.6,Bangalore,2008,176000,Diesel,Manual,Second,10.5,2179.0,120.0,8.0,4.3
Hyundai,Hyundai i20 1.2,Kolkata,2010,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.25
Hyundai,Hyundai Verna 1.6,Ahmedabad,2014,63003,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.75
Mahindra,Mahindra XUV500 W6,Chennai,2014,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.4
Volkswagen,Volkswagen Vento 1.5,Coimbatore,2014,56658,Diesel,Manual,First,20.64,1498.0,108.5,5.0,5.39
Maruti,Maruti Swift Dzire,Kochi,2019,18592,Diesel,Manual,First,26.59,1248.0,74.0,5.0,8.51
Tata,Tata Manza Aura,Pune,2010,75695,Petrol,Manual,First,13.7,1368.0,88.8,5.0,1.85
Maruti,Maruti Swift VDI,Kolkata,2012,82000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,2.5
Volkswagen,Volkswagen Polo ,Chennai,2013,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.75
Honda,Honda City 1.5,Pune,2009,138000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.5
Hyundai,Hyundai i20 Asta,Bangalore,2014,67000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5
Honda,Honda City 1.5,Coimbatore,2012,42750,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6.33
Chevrolet,Chevrolet Beat ,Kochi,2014,52398,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.47
Chevrolet,Chevrolet Spark 1.0,Kochi,2014,36657,Petrol,Manual,First,16.2,995.0,62.1,5.0,3.3
Tata,Tata New Safari,Delhi,2011,77000,Diesel,Manual,Second,11.57,2179.0,138.1,7.0,3.5
Mercedes-Benz,Mercedes-Benz GL-Class 350,Delhi,2014,85000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,38.75
BMW,BMW 5 Series,Pune,2008,112500,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,7.99
Toyota,Toyota Fortuner 2.8,Kochi,2013,105072,Diesel,Manual,First,14.24,2755.0,174.5,7.0,13.28
BMW,BMW X1 sDrive,Pune,2012,80000,Petrol,Automatic,First,11.25,1995.0,150.0,5.0,9.5
Renault,Renault Captur 1.5,Kochi,2019,3102,Diesel,Manual,First,20.37,1461.0,108.45,5.0,14.01
Hyundai,Hyundai Xcent 1.1,Coimbatore,2016,14656,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.99
BMW,BMW 3 Series,Hyderabad,2010,105000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,11.0
BMW,BMW 5 Series,Hyderabad,2008,61000,Petrol,Automatic,Second,10.8,2497.0,215.0,5.0,11.0
Nissan,Nissan Micra XE,Pune,2010,85046,Petrol,Manual,Second,18.06,1198.0,75.0,5.0,2.3
Jaguar,Jaguar XF 2.2,Delhi,2014,48000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,26.5
Land,Land Rover Range,Bangalore,2011,55000,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,67.0
Jeep,Jeep Compass 1.4,Mumbai,2017,4000,Petrol,Automatic,First,16.0,1368.0,160.0,5.0,17.75
Honda,Honda CR-V 2.4,Delhi,2010,94000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,4.8
Maruti,Maruti Swift VXI,Coimbatore,2013,61110,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.57
Hyundai,Hyundai Xcent 1.1,Chennai,2016,80000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.5
Nissan,Nissan Terrano XV,Kochi,2015,43190,Diesel,Manual,First,19.01,1461.0,108.5,5.0,7.61
Audi,Audi A4 35,Hyderabad,2015,45000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,25.0
Hyundai,Hyundai Grand i10,Coimbatore,2016,44178,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.88
Toyota,Toyota Innova 2.5,Hyderabad,2015,84415,Diesel,Manual,First,12.99,2494.0,100.6,8.0,13.5
Hyundai,Hyundai i20 1.2,Kolkata,2015,35000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,4.6
Ford,Ford EcoSport 1.5,Kolkata,2013,44000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,4.9
Honda,Honda City 1.5,Hyderabad,2012,67635,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.25
Ford,Ford EcoSport 1.5,Coimbatore,2018,18385,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,12.41
Volkswagen,Volkswagen Polo ,Kolkata,2014,35000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.8
Mercedes-Benz,Mercedes-Benz New C-Class,Mumbai,2010,49000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,8.95
Ford,Ford Ecosport 1.5,Hyderabad,2013,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.2
Tata,Tata Indigo GLE,Hyderabad,2017,23228,Petrol,Manual,First,14.4,1396.0,65.0,5.0,4.5
Maruti,Maruti Swift Dzire,Delhi,2014,68462,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.15
Maruti,Maruti S-Cross Zeta,Coimbatore,2016,74611,Diesel,Manual,First,25.1,1248.0,88.5,5.0,7.94
Renault,Renault Duster 110PS,Pune,2014,90000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.25
Maruti,Maruti Wagon R,Delhi,2016,22000,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.7
Chevrolet,Chevrolet Beat ,Chennai,2011,109500,Diesel,Manual,Third,25.44,936.0,57.6,5.0,1.5
Mahindra,Mahindra XUV500 W4,Delhi,2017,13363,Diesel,Manual,First,16.0,1997.0,140.0,7.0,12.0
Hyundai,Hyundai i10 Era,Delhi,2012,51000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.2
Tata,Tata New Safari,Hyderabad,2007,103000,Diesel,Manual,First,13.93,2179.0,138.0,7.0,3.6
Hyundai,Hyundai i10 Sportz,Kolkata,2009,43002,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.92
Toyota,Toyota Innova Crysta,Bangalore,2016,108000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.5
Skoda,Skoda Laura Elegance,Jaipur,2010,82407,Diesel,Manual,First,17.5,1896.0,106.0,5.0,4.25
Hyundai,Hyundai Grand i10,Kolkata,2013,29000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.2
Maruti,Maruti Swift Dzire,Kolkata,2014,45000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.85
Hyundai,Hyundai i20 Asta,Kochi,2010,93401,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.48
Ford,Ford Figo 2015-2019,Hyderabad,2017,95802,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,4.55
Maruti,Maruti Ertiga VDI,Pune,2016,130000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.0
Maruti,Maruti Ertiga ZDI,Ahmedabad,2013,67443,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.75
Honda,Honda City 1.5,Kochi,2016,47681,Petrol,Automatic,First,16.8,1497.0,116.3,5.0,8.73
Maruti,Maruti Alto LXi,Hyderabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.7
Ford,Ford Endeavour 3.2,Hyderabad,2016,68000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.5
Maruti,Maruti Vitara Brezza,Kochi,2019,34688,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.49
Porsche,Porsche Boxster S,Kolkata,2015,10512,Petrol,Automatic,First,8.6,2706.0,265.0,2.0,64.0
Maruti,Maruti Swift ZDi,Pune,2016,58000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.55
Tata,Tata Zest Revotron,Mumbai,2014,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,3.95
Hyundai,Hyundai i20 1.2,Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17.0,1197.0,80.0,5.0,3.25
Skoda,Skoda Fabia 1.4,Mumbai,2009,86000,Diesel,Manual,First,19.4,1422.0,70.0,5.0,2.75
Toyota,Toyota Corolla Altis,Kolkata,2015,45000,Diesel,Manual,First,21.43,1364.0,87.2,5.0,7.35
Volkswagen,Volkswagen Ameo 1.2,Ahmedabad,2017,55000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,4.7
Hyundai,Hyundai Creta 1.6,Kochi,2016,36855,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,8.77
Hyundai,Hyundai i10 Magna,Kochi,2013,46821,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.42
Chevrolet,Chevrolet Beat LS,Kolkata,2015,120000,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2.5
Jaguar,Jaguar XF 3.0,Kolkata,2012,29000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,20.0
Nissan,Nissan Terrano XL,Mumbai,2014,40000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,5.25
Audi,Audi Q3 2012-2015,Delhi,2013,60000,Diesel,Automatic,Second,15.73,1968.0,174.33,5.0,14.5
Hyundai,Hyundai i10 Asta,Mumbai,2011,64984,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.45
Maruti,Maruti Alto K10,Pune,2015,73204,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.3
Audi,Audi Q7 4.2,Bangalore,2014,50000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,51.0
Maruti,Maruti Vitara Brezza,Kolkata,2017,35000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,6.5
Hyundai,Hyundai EON D,Hyderabad,2013,17729,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.65
Mahindra,Mahindra XUV300 W8,Chennai,2012,97000,Diesel,Manual,First,20.0,1497.0,115.0,5.0,7.25
Hyundai,Hyundai Verna CRDi,Kochi,2014,89614,Diesel,Manual,First,22.0,1582.0,126.2,5.0,6.01
Maruti,Maruti Wagon R,Kolkata,2015,14000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.8
Hyundai,Hyundai i20 Sportz,Chennai,2012,50000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.0
Honda,Honda City i,Delhi,2014,62505,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.95
Toyota,Toyota Innova 2.5,Chennai,2011,248000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,9.2
Hyundai,Hyundai Verna CRDi,Pune,2012,94900,Diesel,Manual,First,16.8,1493.0,110.0,5.0,5.35
Tata,Tata Hexa XT,Delhi,2017,55000,Diesel,Manual,First,17.6,2179.0,153.86,7.0,12.0
Audi,Audi Q7 3.0,Coimbatore,2015,53735,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,38.94
Maruti,Maruti Wagon R,Coimbatore,2008,53934,Petrol,Manual,Second,18.9,998.0,67.1,5.0,2.69
BMW,BMW 5 Series,Bangalore,2013,58500,Diesel,Automatic,Second,17.09,1995.0,218.0,5.0,27.5
Honda,Honda Amaze EX,Kolkata,2014,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,2.75
Maruti,Maruti Alto 800,Mumbai,2016,24000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.8
Hyundai,Hyundai Verna 1.6,Mumbai,2016,52001,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.45
Tata,Tata Tiago 1.2,Coimbatore,2018,9565,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.88
Maruti,Maruti Swift LXI,Pune,2013,32953,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.65
Hyundai,Hyundai EON Era,Jaipur,2014,18000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5
Mercedes-Benz,Mercedes-Benz E-Class E,Kochi,2018,20446,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,51.35
Hyundai,Hyundai i20 Magna,Hyderabad,2016,33016,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.85
Toyota,Toyota Etios VD,Chennai,2012,48000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,5.25
Toyota,Toyota Corolla Altis,Coimbatore,2014,72022,Diesel,Manual,First,21.43,1364.0,87.2,5.0,9.23
Mini,Mini Cooper 5,Ahmedabad,2014,34000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,22.0
Volkswagen,Volkswagen Polo 1.5,Hyderabad,2014,69000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.19
Skoda,Skoda Superb Elegance,Pune,2009,108000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.35
Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,Hyderabad,2013,34700,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,24.5
Maruti,Maruti Swift VDi,Pune,2015,79000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,5.75
Honda,Honda City i,Kochi,2016,58197,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.19
BMW,BMW 7 Series,Pune,2008,66000,Petrol,Automatic,Second,8.45,2979.0,321.0,5.0,10.75
Hyundai,Hyundai i10 Magna,Bangalore,2009,60000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,2.99
Maruti,Maruti Swift Dzire,Kolkata,2014,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.89
Honda,Honda City i,Coimbatore,2018,45555,Diesel,Manual,First,26.0,1498.0,98.6,5.0,11.73
Maruti,Maruti Omni 8,Coimbatore,2016,55137,Petrol,Manual,First,14.0,796.0,35.0,5.0,3.11
Skoda,Skoda Superb 2009-2014,Jaipur,2014,93325,Diesel,Manual,Second,17.2,1968.0,138.1,5.0,14.45
Maruti,Maruti Ertiga SHVS,Ahmedabad,2018,38000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.7
Hyundai,Hyundai Grand i10,Kochi,2016,57738,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.04
Maruti,Maruti Ciaz VDi,Jaipur,2017,38282,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.5
Mercedes-Benz,Mercedes-Benz New C-Class,Delhi,2014,64000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,15.65
Fiat,Fiat Avventura MULTIJET,Mumbai,2015,32000,Diesel,Manual,First,20.5,1248.0,91.72,5.0,5.65
Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,Bangalore,2010,83000,Petrol,Automatic,First,10.93,2497.0,204.0,5.0,16.5
Maruti,Maruti Zen Estilo,Ahmedabad,2011,76000,CNG,Manual,First,26.3,998.0,67.1,5.0,2.0
Volkswagen,Volkswagen Vento ,Pune,2012,67200,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.9
BMW,BMW 3 Series,Jaipur,2013,62655,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,14.5
BMW,BMW 5 Series,Bangalore,2015,16900,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,44.0
Hyundai,Hyundai Grand i10,Delhi,2017,8471,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.0
Toyota,Toyota Innova Crysta,Hyderabad,2016,69000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.75
Renault,Renault Duster 110PS,Coimbatore,2017,30090,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,11.44
Tata,Tata Indica Vista,Chennai,2011,120000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.75
Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,Kochi,2016,35939,Petrol,Manual,First,12.3,1796.0,185.0,5.0,30.42
Mahindra,Mahindra XUV500 W8,Coimbatore,2013,116694,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.57
Mahindra,Mahindra Bolero ZLX,Mumbai,2016,40448,Diesel,Manual,First,15.96,2523.0,62.1,7.0,3.5
Maruti,Maruti Vitara Brezza,Coimbatore,2018,64456,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.46
Fiat,Fiat Avventura MULTIJET,Pune,2014,52782,Diesel,Manual,First,20.5,1248.0,91.72,5.0,4.85
Honda,Honda Amaze S,Kochi,2016,51672,Petrol,Manual,First,19.5,1199.0,88.76,5.0,5.68
Skoda,Skoda Superb Elegance,Mumbai,2015,56073,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,13.25
Jaguar,Jaguar XF 3.0,Bangalore,2011,65000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,16.0
Maruti,Maruti Wagon R,Chennai,2013,79000,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.0
Toyota,Toyota Corolla Altis,Mumbai,2010,70200,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,5.0
Maruti,Maruti Swift VXi,Delhi,2016,42000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,4.75
Volkswagen,Volkswagen Polo 1.2,Bangalore,2014,62000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.35
Hyundai,Hyundai Grand i10,Hyderabad,2017,20000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.98
Maruti,Maruti SX4 ZDI,Chennai,2011,80000,Diesel,Manual,Third,21.5,1248.0,88.8,5.0,3.5
Hyundai,Hyundai Grand i10,Kochi,2018,50234,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.77
