,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Company,Model
1625,Hyderabad,2012,125928,Diesel,Manual,First,22.7,1582.0,126.24,5.0,,9.0,Hyundai,Elantra CRDi SX
1626,Kolkata,2015,45000,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,,4.25,Skoda,Rapid 1.5 TDI AT Elegance
1627,Mumbai,2011,54774,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,,6.35,Honda,Accord 2.4 A/T
1628,Chennai,2014,41123,Petrol,Manual,First,23.1,998.0,67.04,5.0,,3.4,Maruti,Celerio VXI
1629,Chennai,2011,173000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,4.0,Volkswagen,Vento Diesel Trendline
1630,Pune,2018,12000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,5.5,Maruti,Swift Dzire Tour LDI
1631,Hyderabad,2012,71360,Diesel,Manual,First,21.9,1396.0,90.0,5.0,,3.95,Hyundai,i20 1.4 CRDi Magna
1632,Mumbai,2012,74000,Diesel,Manual,Second,28.4,1248.0,73.75,5.0,8.94 Lakh,4.25,Maruti,Dzire VDI
1633,Hyderabad,2012,82085,Diesel,Manual,First,20.77,1248.0,88.76,7.0,,6.5,Maruti,Ertiga VDI
1634,Bangalore,2011,68465,Petrol,Manual,First,15.6,1196.0,70.0,5.0,,2.95,Ford,Figo Petrol ZXI
1635,Coimbatore,2013,63854,Diesel,Manual,First,21.43,1364.0,86.79,5.0,19.27 Lakh,7.12,Toyota,Corolla Altis 1.4 DG
1636,Chennai,2018,3000,Diesel,Automatic,First,24.3,1248.0,88.5,5.0,12.88 Lakh,11.25,Maruti,Vitara Brezza ZDi Plus AMT Dual Tone
1637,Delhi,2009,65055,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,2.75,Honda,City 1.5 S MT
1638,Hyderabad,2015,120000,Diesel,Manual,First,15.4,2179.0,120.0,7.0,,12.0,Mahindra,Scorpio S10 4WD
1639,Mumbai,2014,64241,Petrol,Manual,First,20.14,1197.0,81.86,5.0,8.27 Lakh,3.67,Hyundai,Xcent 1.2 VTVT SX
1641,Pune,2008,2200,Petrol,Manual,First,15.7,1390.0,75.0,5.0,,2.3,Mahindra,Renault Logan 1.4 GLX Petrol
1642,Pune,2008,88123,Diesel,Manual,First,18.7,1896.0,66.0,5.0,,2.2,Skoda,Octavia 1.9 TDI
1643,Mumbai,2015,23001,Petrol,Manual,First,15.04,1598.0,103.2,5.0,,5.49,Volkswagen,Vento 2013-2015 1.6 Comfortline
1644,Bangalore,2009,75000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,,1.99,Ford,Ikon 1.4 TDCi DuraTorq
1645,Kochi,2016,37451,Diesel,Manual,First,22.32,1582.0,126.3,5.0,,6.64,Hyundai,Verna 1.6 CRDi EX MT
1646,Pune,2016,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,5.0,Hyundai,Grand i10 Asta Option
1647,Mumbai,2017,12000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,,5.4,Volkswagen,Ameo 1.2 MPI Comfortline
1648,Kolkata,2017,25000,Petrol,Manual,First,25.17,799.0,53.3,5.0,,2.99,Renault,KWID RXT
1649,Jaipur,2011,95936,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,4.1,Honda,City 1.5 S MT
1650,Kochi,2018,5354,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,7.37 Lakh,6.76,Hyundai,Grand i10 1.2 Kappa Magna AT
1651,Chennai,2016,42000,Petrol,Manual,Second,18.78,999.0,75.0,5.0,7.33 Lakh,5.5,Volkswagen,Polo 1.0 MPI Comfortline
1652,Coimbatore,2014,44282,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,5.99,Maruti,Swift VDI BSIV
1653,Delhi,2012,70000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,,2.59,Nissan,Sunny 2011-2014 Diesel XV
1654,Pune,2016,50000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,8.5,Maruti,Ciaz ZDi SHVS
1655,Pune,2014,21727,Petrol,Manual,First,15.6,1196.0,70.02,5.0,,3.35,Ford,Figo Petrol ZXI
1656,Bangalore,2012,43000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,,10.75,Hyundai,Santa Fe 4x4 AT
1657,Kolkata,2013,75000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,,6.29,Mahindra,Scorpio VLX 2WD AIRBAG BSIV
1658,Bangalore,2014,73557,Diesel,Manual,First,19.6,1461.0,108.45,5.0,,7.75,Renault,Duster 110PS Diesel RxL
1659,Delhi,2012,44555,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,,13.5,Audi,A4 New 2.0 TDI Multitronic
1660,Coimbatore,2013,54885,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4.98 Lakh,3.75,Maruti,Eeco 7 Seater Standard
1661,Mumbai,2011,76000,Diesel,Manual,Second,14.0,2498.0,112.0,7.0,,3.75,Mahindra,Xylo E4
1662,Jaipur,2006,101000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,,1.5,Maruti,Wagon R LXI
1663,Chennai,2005,66000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,,1.45,Maruti,Wagon R LXI BSIII
1664,Coimbatore,2013,84360,Petrol,Manual,First,15.5,1586.0,103.3,5.0,,4.12,Maruti,SX4 ZXI MT BSIV
1665,Pune,2015,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,,10.25,Toyota,Innova 2.5 G (Diesel) 7 Seater
1666,Kolkata,2011,66035,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,2.49,Volkswagen,Polo Diesel Trendline 1.2L
1667,Pune,2015,190000,Petrol,Manual,Second,16.78,1496.0,88.73,5.0,,3.85,Toyota,Etios G
1668,Hyderabad,2014,85670,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,6.25,Ford,Ecosport 1.5 DV5 MT Titanium
1669,Hyderabad,2015,35000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,,4.88,Hyundai,Grand i10 CRDi Magna
1670,Mumbai,2016,8000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,9.45,Honda,City i VTEC CVT SV
1671,Hyderabad,2007,162000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,,4.8,Toyota,Innova 2.5 G3
1672,Kolkata,2012,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,1.99,Hyundai,EON Era Plus
1673,Hyderabad,2010,70600,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.8,Hyundai,i10 Magna 1.2
1674,Hyderabad,2012,75000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,10.32 Lakh,4.3,Mahindra,Bolero SLE
1675,Coimbatore,2014,85071,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,,9.75,Skoda,Laura Ambition 2.0 TDI CR AT
1676,Ahmedabad,2015,40000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,,5.9,Maruti,Swift ZXI
1677,Delhi,2013,67000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,,14.5,Audi,A4 2.0 TDI
1678,Hyderabad,2009,55000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,,2.4,Ford,Fiesta 1.4 SXi TDCi ABS
1679,Mumbai,2008,62000,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,,2.11,Maruti,SX4 Vxi BSIII
1680,Coimbatore,2017,22526,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,,7.6,Hyundai,Grand i10 AT Asta
1681,Hyderabad,2012,57788,Petrol,Automatic,First,17.16,1197.0,85.8,5.0,,3.6,Maruti,Ritz AT
1682,Jaipur,2013,72000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,,6.0,Mahindra,Scorpio 2.6 CRDe
1683,Mumbai,2014,83128,Diesel,Manual,First,15.4,2179.0,120.0,7.0,,7.45,Mahindra,Scorpio S4 7 Seater
1684,Chennai,2011,75000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,2.1,Maruti,Alto LXi
1685,Ahmedabad,2013,58000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,,5.2,Renault,Duster 110PS Diesel RxZ
1687,Mumbai,2017,1000,Petrol,Manual,First,20.89,1197.0,81.8,5.0,7.87 Lakh,6.36,Maruti,Ignis 1.2 Alpha
1688,Kochi,2015,59751,Diesel,Manual,First,12.99,2494.0,100.6,7.0,,11.62,Toyota,Innova 2.5 ZX Diesel 7 Seater
1689,Kolkata,2009,65000,Diesel,Manual,Second,13.6,1991.0,142.0,5.0,,4.9,Hyundai,Sonata Embera 2.0L CRDi MT
1690,Kochi,2015,75863,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,6.7,Renault,Duster Adventure Edition
1691,Mumbai,2013,54000,CNG,Manual,First,33.54,998.0,67.04,5.0,5.58 Lakh,3.05,Maruti,Wagon R CNG LXI
1692,Kolkata,2015,33425,Petrol,Manual,First,17.43,1396.0,105.5,5.0,,4.5,Hyundai,Verna 1.4 VTVT
1693,Pune,2013,47000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,4.15,Honda,Amaze VX i-Vtech
1694,Chennai,2015,41000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,,11.9,Hyundai,Creta 1.6 CRDi SX Option
1695,Delhi,2011,62000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,,2.1,Hyundai,i10 Magna 1.1
1696,Delhi,2016,47035,Diesel,Manual,First,18.49,1493.0,100.0,7.0,,6.95,Mahindra,TUV 300 T8
1697,Pune,2008,56230,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,,2.4,Maruti,Swift Dzire VXi
1698,Chennai,2007,55000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,,2.65,Hyundai,Accent GLE 1
1699,Jaipur,2014,70669,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,9.0,Mahindra,XUV500 W8 2WD
1700,Pune,2012,69000,Petrol,Manual,First,20.92,998.0,67.1,5.0,,2.1,Maruti,Alto K10 2010-2014 VXI
1701,Pune,2011,65000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,,2.5,Chevrolet,Beat LT
1702,Mumbai,2009,30000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,,8.95,Audi,A6 2.7 TDI
1703,Chennai,2015,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,7.69 Lakh,4.0,Tata,Zest Revotron 1.2T XMS
1704,Kolkata,2014,40000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,4.45,Honda,City i DTEC SV
1705,Jaipur,2010,26000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,,1.5,Chevrolet,Beat LT
1706,Jaipur,2011,105000,Diesel,Automatic,Second,16.55,1968.0,140.0,5.0,,14.5,Audi,A4 2.0 TDI Multitronic
1707,Kolkata,2015,2800,Diesel,Manual,First,26.1,1498.0,99.0,5.0,9.4 Lakh,8.41,Ford,Aspire Titanium Plus Diesel
1708,Mumbai,2014,71000,Diesel,Automatic,Second,19.08,1582.0,126.32,5.0,,5.45,Hyundai,Verna SX CRDi AT
1709,Mumbai,2015,32896,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,8.9,Honda,City i VTEC CVT VX
1710,Hyderabad,2012,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.65,Hyundai,i10 Sportz 1.2
1711,Mumbai,2013,45200,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,,13.5,Audi,A4 2.0 TDI
1712,Hyderabad,2008,82167,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,,5.4,Honda,CR-V 2.4 AT
1713,Coimbatore,2016,37429,Petrol,Manual,First,18.9,1197.0,81.86,5.0,8.1 Lakh,5.89,Hyundai,Grand i10 1.2 Kappa Asta
1714,Hyderabad,2016,46000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,8.45,Maruti,Ciaz ZDi Plus SHVS
1715,Delhi,2011,67031,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.85 Lakh,4.0,Honda,City i-VTEC V
1716,Mumbai,2016,47691,Petrol,Automatic,First,23.1,998.0,67.04,5.0,6.08 Lakh,3.94,Maruti,Celerio VXI AMT
1717,Jaipur,2011,32531,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,,8.0,Renault,Koleos 2.0 Diesel
1718,Hyderabad,2013,71336,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,4.1,Ford,Figo Diesel ZXI
1719,Chennai,2006,196000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,,6.25,Toyota,Innova 2.5 V Diesel 7-seater
1720,Kolkata,2015,28193,Diesel,Manual,First,28.4,1248.0,73.75,5.0,8.36 Lakh,5.25,Maruti,Dzire VDI
1721,Ahmedabad,2015,20780,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.82 Lakh,4.3,Hyundai,Grand i10 1.2 Kappa Sportz
1722,Mumbai,2014,43081,Petrol,Manual,First,17.3,1497.0,117.3,7.0,,5.25,Honda,Mobilio S i VTEC
1723,Kolkata,2013,36000,Diesel,Manual,First,17.21,1493.0,100.0,7.0,,3.9,Mahindra,Quanto C8
1724,Mumbai,2007,67000,Petrol,Manual,Third,13.4,1794.0,125.0,5.0,,2.2,Toyota,Corolla H5
1725,Mumbai,2016,34079,Diesel,Manual,First,25.32,1198.0,77.0,6.0,,3.7,Mahindra,KUV 100 mFALCON D75 K4
1726,Coimbatore,2010,77849,Petrol,Automatic,Second,10.9,2497.0,215.0,5.0,,11.27,BMW,3 Series 2005-2011 325i Sedan
1727,Jaipur,2013,86000,Petrol,Manual,First,22.74,796.0,47.3,5.0,,2.41,Maruti,Alto 800 LXI
1728,Hyderabad,2015,116000,Diesel,Manual,Second,23.59,1364.0,67.05,5.0,,5.8,Toyota,Etios GD
1729,Coimbatore,2016,41840,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,13.52,Mahindra,XUV500 W8 2WD
1730,Pune,2014,41000,CNG,Manual,First,24.6,1193.0,55.23,5.0,,3.25,Tata,Indigo CS Emax CNG GLX
1731,Jaipur,2015,83950,Diesel,Manual,First,19.67,1582.0,126.2,5.0,,9.95,Hyundai,Creta 1.6 CRDi SX
1732,Pune,2012,60000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,,5.5,Honda,City 1.5 V AT
1733,Kolkata,2009,37000,Petrol,Manual,First,17.3,993.0,60.0,5.0,,1.0,Maruti,Zen VXI
1734,Hyderabad,2011,76976,Petrol,Manual,Second,19.7,796.0,46.3,5.0,,2.15,Maruti,Alto LXi
1735,Kochi,2018,21684,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,,7.89,Maruti,Baleno Delta Automatic
1736,Delhi,2015,62000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,10.25,Mahindra,XUV500 W10 2WD
1737,Mumbai,2007,1261,Petrol,Manual,First,19.0,1194.0,94.68,5.0,8.12 Lakh,6.0,Ford,Freestyle Titanium Petrol
1738,Coimbatore,2017,59450,Petrol,Manual,First,18.6,1197.0,81.86,5.0,9.78 Lakh,7.53,Hyundai,Elite i20 Asta Option
1739,Delhi,2014,55000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,,5.84,Honda,City i VTEC SV
1740,Mumbai,2017,2000,Petrol,Manual,First,18.88,1499.0,110.4,5.0,,8.65,Ford,EcoSport 1.5 Ti VCT MT Titanium BE
1741,Kochi,2017,25040,Petrol,Manual,First,21.4,1197.0,83.1,5.0,,7.74,Maruti,Baleno Alpha 1.2
1742,Bangalore,2008,84000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.5,Hyundai,i10 Sportz
1743,Pune,2007,170428,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,,5.7,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV
1744,Mumbai,2016,12573,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.36 Lakh,5.8,Maruti,Baleno Delta
1745,Delhi,2012,86000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,,9.5,Hyundai,Santa Fe 2WD AT
1747,Mumbai,2013,45000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,4.55,Honda,City 1.5 V MT Exclusive
1748,Jaipur,2012,51000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,,3.9,Hyundai,i20 1.4 CRDi Magna
1749,Pune,2007,92000,Diesel,Manual,First,13.6,2523.0,63.0,7.0,,2.7,Mahindra,Bolero SLE BSIII
1750,Bangalore,2009,70521,Petrol,Automatic,Second,10.9,2497.0,215.0,5.0,,10.3,BMW,3 Series 2005-2011 325i Sedan
1751,Kolkata,2010,51000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,,7.75,BMW,3 Series 320d Sedan
1752,Hyderabad,2012,52618,Petrol,Manual,First,18.9,998.0,67.1,5.0,,3.2,Maruti,Wagon R LXI
1753,Delhi,2013,68000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,11.75 Lakh,4.85,Maruti,Ertiga ZDI
1754,Chennai,2017,80000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,,8.1,Maruti,Ertiga SHVS VDI
1755,Chennai,2016,78000,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,,2.35,Tata,Indigo CS eVX
1756,Pune,2012,100000,Petrol,Manual,First,20.92,998.0,67.1,5.0,,1.8,Maruti,Alto K10 LXI
1757,Coimbatore,2015,31412,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.42,Hyundai,EON D Lite Plus
1758,Mumbai,2010,78000,Diesel,Automatic,Second,11.4,2953.0,153.86,7.0,,5.34,Ford,Endeavour 3.0L 4X4 AT
1759,Bangalore,2011,80000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,4.75,Volkswagen,Vento Diesel Highline
1760,Mumbai,2014,46738,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,,6.1,Maruti,Ciaz AT ZXi
1761,Coimbatore,2013,54884,Petrol,Manual,Second,21.1,814.0,55.2,5.0,,3.69,Hyundai,EON D Lite Plus
1762,Coimbatore,2016,67472,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,14.5,Mahindra,XUV500 W10 AWD
1763,Hyderabad,2013,84000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.44 Lakh,5.65,Maruti,Swift VDI
1764,Kolkata,2011,77400,Diesel,Manual,First,21.1,1248.0,73.9,5.0,,2.5,Maruti,Ritz VDi
1765,Kolkata,2014,52108,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,5.49,Renault,Duster 110PS Diesel RxZ
1766,Kolkata,2013,40000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,,3.55,Maruti,Swift Dzire VXI
1767,Jaipur,2014,105044,Diesel,Manual,First,12.99,2494.0,100.6,7.0,,10.75,Toyota,Innova 2.5 VX (Diesel) 7 Seater
1768,Delhi,2016,24347,Petrol,Manual,First,15.8,1591.0,121.3,5.0,16.06 Lakh,11.0,Hyundai,Creta 1.6 SX Option
1769,Ahmedabad,2014,58000,Diesel,Manual,First,21.79,1248.0,88.73,5.0,,4.5,Maruti,SX4 ZDI
1770,Kochi,2014,49663,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,8.42,Mahindra,XUV500 W8 2WD
1771,Mumbai,2017,17000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,15.29 Lakh,11.6,Honda,City i-VTEC CVT VX
1772,Pune,2008,117080,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,,2.25,Ford,Fiesta 1.4 SXi TDCi ABS
1773,Mumbai,2010,74000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,,12.95,BMW,5 Series 523i Sedan
1775,Kochi,2014,41460,Petrol,Manual,First,18.5,1198.0,86.8,5.0,6.63 Lakh,3.95,Honda,Brio 1.2 VX MT
1776,Mumbai,2011,57000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,,4.4,Honda,City 1.5 V AT
1777,Bangalore,2015,34010,Petrol,Manual,Third,16.47,1198.0,73.9,5.0,,4.95,Volkswagen,Polo Petrol Comfortline 1.2L
1778,Pune,2010,96813,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,,5.5,Mahindra,Scorpio SLE BSIII
1779,Mumbai,2011,84000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,,3.25,Honda,City V MT
1780,Kochi,2013,50004,Petrol,Manual,First,15.0,1598.0,103.5,5.0,,4.02,Skoda,Rapid 1.6 MPI Elegance
1781,Coimbatore,2016,67995,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,11.73,Mahindra,XUV500 W6 2WD
1782,Chennai,2012,55000,Diesel,Manual,First,15.0,1896.0,105.0,5.0,,9.5,Volkswagen,Jetta 2007-2011 2.0 TDI Trendline
1783,Hyderabad,2017,14900,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,,8.6,Maruti,Baleno Alpha Automatic
1784,Jaipur,2013,70961,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,4.0,Honda,Amaze EX i-Dtech
1785,Mumbai,2015,40194,Petrol,Manual,First,15.04,1598.0,103.2,5.0,,5.55,Volkswagen,Vento 1.6 Highline
1786,Hyderabad,2015,96000,Petrol,Manual,First,22.74,796.0,47.3,5.0,,2.5,Maruti,Alto 800 LXI
1787,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,7.41,Honda,City i VTEC CVT VX
1788,Mumbai,2014,50000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,,6.5,Nissan,Terrano XL 110 PS
1789,Mumbai,2008,26299,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.2,Maruti,Alto LXi
1790,Kolkata,2012,60000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,,2.74,Hyundai,i20 1.4 CRDi Magna
1791,Hyderabad,2013,65000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,3.9,Ford,Figo Diesel Titanium
1792,Ahmedabad,2017,80000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.91 Lakh,8.0,Maruti,Vitara Brezza ZDi Plus
1793,Chennai,2012,92000,Diesel,Manual,Third,22.32,1582.0,126.32,5.0,,4.0,Hyundai,Verna 1.6 SX
1794,Coimbatore,2013,73278,Diesel,Manual,First,21.1,1248.0,73.9,5.0,,5.05,Maruti,Ritz VDi
1795,Mumbai,2011,38000,Petrol,Automatic,First,10.8,1984.0,132.0,5.0,,12.0,Audi,A4 2.0 TFSI
1796,Jaipur,2015,55000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,,6.5,Renault,Duster 85PS Diesel RxE
1797,Mumbai,2014,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,,4.75,Honda,Amaze S AT i-Vtech
1798,Mumbai,2011,14000,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,,3.2,Maruti,Swift Dzire 1.2 Lxi BSIV
1799,Kolkata,2016,16956,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.29 Lakh,3.6,Maruti,Wagon R VXI
1800,Coimbatore,2017,15473,Petrol,Manual,First,16.8,796.0,34.2,5.0,,3.58,Maruti,Omni MPI STD BSIV
1801,Delhi,2011,75000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,,2.5,Maruti,SX4 VDI
1802,Ahmedabad,2013,96000,Diesel,Manual,Second,23.5,1498.0,90.0,5.0,,3.5,Ford,Fiesta Titanium 1.5 TDCi
1803,Mumbai,2010,38000,Petrol,Manual,Second,22.5,998.0,67.04,5.0,5.61 Lakh,1.75,Maruti,Wagon R VXI
1804,Bangalore,2005,54000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,,10.0,Mercedes-Benz,E-Class E270 CDI
1805,Jaipur,2018,4131,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,,7.75,Maruti,Baleno Zeta Automatic
1806,Hyderabad,2016,31700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,,6.45,Honda,Jazz 1.2 VX i VTEC
1807,Pune,2017,66988,Diesel,Automatic,First,15.4,2179.0,120.0,7.0,,10.0,Mahindra,Scorpio S10 AT 4WD
1808,Mumbai,2014,54230,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,4.5,Volkswagen,Polo 1.2 MPI Trendline
1809,Kolkata,2015,35000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,,3.4,Hyundai,i20 1.2 Era
1810,Mumbai,2010,62714,Petrol,Automatic,First,12.1,2362.0,164.7,5.0,,4.5,Toyota,Camry W4 (AT)
1811,Hyderabad,2015,45295,Petrol,Manual,First,18.9,998.0,67.1,5.0,,4.3,Maruti,Wagon R VXI
1812,Chennai,2016,57000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,,3.4,Maruti,Alto K10 VXI AGS
1813,Delhi,2013,40100,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,,14.5,Mercedes-Benz,New C-Class 220 CDI AT
1814,Delhi,2013,56000,Petrol,Manual,First,24.7,796.0,47.3,5.0,,2.1,Maruti,Alto 800 2016-2019 LXI
1815,Mumbai,2012,15000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,,3.65,Maruti,Swift VXI
1816,Kolkata,2014,14000,Petrol,Manual,First,18.2,1199.0,82.5,5.0,,3.0,Chevrolet,Sail Hatchback 1.2 LS ABS
1817,Ahmedabad,2009,68000,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,,3.95,Hyundai,i20 Asta 1.4 CRDi (Diesel)
1818,Delhi,2012,83000,Diesel,Automatic,First,11.9,2496.0,163.2,5.0,,6.75,Skoda,Superb 2.5 TDi AT
1819,Kochi,2013,81504,Diesel,Manual,First,21.43,1364.0,87.2,5.0,,6.53,Toyota,Corolla Altis D-4D G
1820,Pune,2013,52900,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,,4.75,Skoda,Rapid 1.6 MPI AT Elegance
1821,Mumbai,2017,20000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,8.05 Lakh,5.99,Honda,Brio 1.2 VX AT
1822,Jaipur,2011,46000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,3.05,Volkswagen,Polo Petrol Comfortline 1.2L
1823,Delhi,2010,65000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,2.4,Volkswagen,Polo Petrol Comfortline 1.2L
1824,Pune,2007,42000,Petrol,Manual,Third,18.2,998.0,67.1,5.0,,1.3,Maruti,Zen Estilo LXI BSIII
1825,Kochi,2016,36681,Diesel,Manual,First,23.59,1364.0,67.06,5.0,8.82 Lakh,6.71,Toyota,Etios Cross 1.4L GD
1826,Ahmedabad,2014,67000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,,7.2,Mahindra,XUV500 W8 2WD
1827,Chennai,2016,18000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,,5.4,Hyundai,Grand i10 AT Asta
1828,Kochi,2015,56409,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,6.63,Ford,Ecosport 1.5 DV5 MT Titanium Optional
1829,Mumbai,2016,65263,CNG,Manual,First,17.5,1373.0,80.46,7.0,,7.5,Maruti,Ertiga VXI CNG
1830,Coimbatore,2018,20300,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,17.38 Lakh,14.21,Honda,City i-VTEC CVT ZX
1831,Kolkata,2010,45008,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.0,Honda,City 1.5 V MT
1832,Kochi,2017,21799,Petrol,Manual,First,23.1,998.0,67.04,5.0,5.69 Lakh,5.11,Maruti,Celerio ZXI MT
1833,Pune,2011,57328,Petrol,Manual,First,15.04,1598.0,103.6,5.0,,3.39,Volkswagen,Vento Petrol Highline
